0.1 0.2 10.0 100 250
0.1 2.0 10.0 100 250
0.1 2.0 10.0 100 250
0.1 2.0 10.0 100 250
0.1 2.0 10.0 100 250
0.1 2.0 10.0 100 250
0.1 2.0 10.0 100 250
0.1 0.2 10.0 250 250
0.1 0.2 10.0 250 250
0.1 0.2 10.0 250 250
0.1 0.2 10.0 250 250
0.1 0.2 10.0 250 250
0.1 0.2 10.0 250 250
0.1 2.0 10.0 250 250
0.1 2.0 10.0 250 250
0.1 2.0 10.0 250 250
0.1 2.0 10.0 250 250
0.1 2.0 10.0 250 250
0.1 2.0 10.0 250 250
0.1 0.2 10.0 500 250
0.1 0.2 10.0 500 250
0.1 0.2 10.0 500 250
0.1 0.2 10.0 500 250
0.1 0.2 10.0 500 250
0.1 0.2 10.0 500 250
0.1 2.0 10.0 500 250
0.1 2.0 10.0 500 250
0.1 2.0 10.0 500 250
0.1 2.0 10.0 500 250
0.1 2.0 10.0 500 250
0.1 2.0 10.0 500 250
0.1 0.2 10.0 750 250
0.1 0.2 10.0 750 250
0.1 0.2 10.0 750 250
0.1 0.2 10.0 750 250
0.1 0.2 10.0 750 250
0.1 0.2 10.0 750 250
0.1 2.0 10.0 750 250
0.1 2.0 10.0 750 250
0.1 2.0 10.0 750 250
0.1 2.0 10.0 750 250
0.1 2.0 10.0 750 250
0.1 2.0 10.0 750 250
0.1 0.2 10.0 1000 250
0.1 0.2 10.0 1000 250
0.1 0.2 10.0 1000 250
0.1 0.2 10.0 1000 250
0.1 0.2 10.0 1000 250
0.1 0.2 10.0 1000 250
0.1 2.0 10.0 1000 250
0.1 2.0 10.0 1000 250
0.1 2.0 10.0 1000 250
0.1 2.0 10.0 1000 250
0.1 2.0 10.0 1000 250
0.1 2.0 10.0 1000 250
0.15 0.2 10.0 5 250
0.15 0.2 10.0 5 250
0.15 0.2 10.0 5 250
0.15 0.2 10.0 5 250
0.15 0.2 10.0 5 250
0.15 0.2 10.0 5 250
0.15 2.0 10.0 5 250
0.15 2.0 10.0 5 250
0.15 2.0 10.0 5 250
0.15 2.0 10.0 5 250
0.15 2.0 10.0 5 250
0.15 2.0 10.0 5 250
0.15 0.2 10.0 10 250
0.15 0.2 10.0 10 250
0.15 0.2 10.0 10 250
0.15 0.2 10.0 10 250
0.15 0.2 10.0 10 250
0.15 0.2 10.0 10 250
0.15 2.0 10.0 10 250
0.15 2.0 10.0 10 250
0.15 2.0 10.0 10 250
0.15 2.0 10.0 10 250
0.15 2.0 10.0 10 250
0.15 2.0 10.0 10 250
0.15 0.2 10.0 15 250
0.15 0.2 10.0 15 250
0.15 0.2 10.0 15 250
0.15 0.2 10.0 15 250
0.15 0.2 10.0 15 250
0.15 0.2 10.0 15 250
0.15 2.0 10.0 15 250
0.15 2.0 10.0 15 250
0.15 2.0 10.0 15 250
0.15 2.0 10.0 15 250
0.15 2.0 10.0 15 250
0.15 2.0 10.0 15 250
0.15 0.2 10.0 20 250
0.15 0.2 10.0 20 250
0.15 0.2 10.0 20 250
0.15 0.2 10.0 20 250
0.15 0.2 10.0 20 250
0.15 0.2 10.0 20 250
0.15 2.0 10.0 20 250
0.15 2.0 10.0 20 250
0.15 2.0 10.0 20 250
0.15 2.0 10.0 20 250
0.15 2.0 10.0 20 250
0.15 2.0 10.0 20 250
0.15 0.2 10.0 25 250
0.15 0.2 10.0 25 250
0.15 0.2 10.0 25 250
0.15 0.2 10.0 25 250
0.15 0.2 10.0 25 250
0.15 0.2 10.0 25 250
0.15 2.0 10.0 25 250
0.15 2.0 10.0 25 250
0.15 2.0 10.0 25 250
0.15 2.0 10.0 25 250
0.15 2.0 10.0 25 250
0.15 2.0 10.0 25 250
0.15 0.2 10.0 30 250
0.15 0.2 10.0 30 250
0.15 0.2 10.0 30 250
0.15 0.2 10.0 30 250
0.15 0.2 10.0 30 250
0.15 0.2 10.0 30 250
0.15 2.0 10.0 30 250
0.15 2.0 10.0 30 250
0.15 2.0 10.0 30 250
0.15 2.0 10.0 30 250
0.15 2.0 10.0 30 250
0.15 2.0 10.0 30 250
0.15 0.2 10.0 35 250
0.15 0.2 10.0 35 250
0.15 0.2 10.0 35 250
0.15 0.2 10.0 35 250
0.15 0.2 10.0 35 250
0.15 0.2 10.0 35 250
0.15 2.0 10.0 35 250
0.15 2.0 10.0 35 250
0.15 2.0 10.0 35 250
0.15 2.0 10.0 35 250
0.15 2.0 10.0 35 250
0.15 2.0 10.0 35 250
0.15 0.2 10.0 40 250
0.15 0.2 10.0 40 250
0.15 0.2 10.0 40 250
0.15 0.2 10.0 40 250
0.15 0.2 10.0 40 250
0.15 0.2 10.0 40 250
0.15 2.0 10.0 40 250
0.15 2.0 10.0 40 250
0.15 2.0 10.0 40 250
0.15 2.0 10.0 40 250
0.15 2.0 10.0 40 250
0.15 2.0 10.0 40 250
0.15 0.2 10.0 45 250
0.15 0.2 10.0 45 250
0.15 0.2 10.0 45 250
0.15 0.2 10.0 45 250
0.15 0.2 10.0 45 250
0.15 0.2 10.0 45 250
0.15 2.0 10.0 45 250
0.15 2.0 10.0 45 250
0.15 2.0 10.0 45 250
0.15 2.0 10.0 45 250
0.15 2.0 10.0 45 250
0.15 2.0 10.0 45 250
0.15 0.2 10.0 50 250
0.15 0.2 10.0 50 250
0.15 0.2 10.0 50 250
0.15 0.2 10.0 50 250
0.15 0.2 10.0 50 250
0.15 0.2 10.0 50 250
0.15 2.0 10.0 50 250
0.15 2.0 10.0 50 250
0.15 2.0 10.0 50 250
0.15 2.0 10.0 50 250
0.15 2.0 10.0 50 250
0.15 2.0 10.0 50 250
0.15 0.2 10.0 55 250
0.15 0.2 10.0 55 250
0.15 0.2 10.0 55 250
0.15 0.2 10.0 55 250
0.15 0.2 10.0 55 250
0.15 0.2 10.0 55 250
0.15 2.0 10.0 55 250
0.15 2.0 10.0 55 250
0.15 2.0 10.0 55 250
0.15 2.0 10.0 55 250
0.15 2.0 10.0 55 250
0.15 2.0 10.0 55 250
0.15 0.2 10.0 60 250
0.15 0.2 10.0 60 250
0.15 0.2 10.0 60 250
0.15 0.2 10.0 60 250
0.15 0.2 10.0 60 250
0.15 0.2 10.0 60 250
0.15 2.0 10.0 60 250
0.15 2.0 10.0 60 250
0.15 2.0 10.0 60 250
0.15 2.0 10.0 60 250
0.15 2.0 10.0 60 250
0.15 2.0 10.0 60 250
0.15 0.2 10.0 65 250
0.15 0.2 10.0 65 250
0.15 0.2 10.0 65 250
0.15 0.2 10.0 65 250
0.15 0.2 10.0 65 250
0.15 0.2 10.0 65 250
0.15 2.0 10.0 65 250
0.15 2.0 10.0 65 250
0.15 2.0 10.0 65 250
0.15 2.0 10.0 65 250
0.15 2.0 10.0 65 250
0.15 2.0 10.0 65 250
0.15 0.2 10.0 70 250
0.15 0.2 10.0 70 250
0.15 0.2 10.0 70 250
0.15 0.2 10.0 70 250
0.15 0.2 10.0 70 250
0.15 0.2 10.0 70 250
0.15 2.0 10.0 70 250
0.15 2.0 10.0 70 250
0.15 2.0 10.0 70 250
0.15 2.0 10.0 70 250
0.15 2.0 10.0 70 250
0.15 2.0 10.0 70 250
0.15 0.2 10.0 75 250
0.15 0.2 10.0 75 250
0.15 0.2 10.0 75 250
0.15 0.2 10.0 75 250
0.15 0.2 10.0 75 250
0.15 0.2 10.0 75 250
0.15 2.0 10.0 75 250
0.15 2.0 10.0 75 250
0.15 2.0 10.0 75 250
0.15 2.0 10.0 75 250
0.15 2.0 10.0 75 250
0.15 2.0 10.0 75 250
0.15 0.2 10.0 80 250
0.15 0.2 10.0 80 250
0.15 0.2 10.0 80 250
0.15 0.2 10.0 80 250
0.15 0.2 10.0 80 250
0.15 0.2 10.0 80 250
0.15 2.0 10.0 80 250
0.15 2.0 10.0 80 250
0.15 2.0 10.0 80 250
0.15 2.0 10.0 80 250
0.15 2.0 10.0 80 250
0.15 2.0 10.0 80 250
0.15 0.2 10.0 85 250
0.15 0.2 10.0 85 250
0.15 0.2 10.0 85 250
0.15 0.2 10.0 85 250
0.15 0.2 10.0 85 250
0.15 0.2 10.0 85 250
0.15 2.0 10.0 85 250
0.15 2.0 10.0 85 250
0.15 2.0 10.0 85 250
0.15 2.0 10.0 85 250
0.15 2.0 10.0 85 250
0.15 2.0 10.0 85 250
0.15 0.2 10.0 90 250
0.15 0.2 10.0 90 250
0.15 0.2 10.0 90 250
0.15 0.2 10.0 90 250
0.15 0.2 10.0 90 250
0.15 0.2 10.0 90 250
0.15 2.0 10.0 90 250
0.15 2.0 10.0 90 250
0.15 2.0 10.0 90 250
0.15 2.0 10.0 90 250
0.15 2.0 10.0 90 250
0.15 2.0 10.0 90 250
0.15 0.2 10.0 95 250
0.15 0.2 10.0 95 250
0.15 0.2 10.0 95 250
0.15 0.2 10.0 95 250
0.15 0.2 10.0 95 250
0.15 0.2 10.0 95 250
0.15 2.0 10.0 95 250
0.15 2.0 10.0 95 250
0.15 2.0 10.0 95 250
0.15 2.0 10.0 95 250
0.15 2.0 10.0 95 250
0.15 2.0 10.0 95 250
0.15 0.2 10.0 100 250
0.15 0.2 10.0 100 250
0.15 0.2 10.0 100 250
0.15 0.2 10.0 100 250
0.15 0.2 10.0 100 250
0.15 0.2 10.0 100 250
0.15 2.0 10.0 100 250
0.15 2.0 10.0 100 250
0.15 2.0 10.0 100 250
0.15 2.0 10.0 100 250
0.15 2.0 10.0 100 250
0.15 2.0 10.0 100 250
0.15 0.2 10.0 250 250
0.15 0.2 10.0 250 250
0.15 0.2 10.0 250 250
0.15 0.2 10.0 250 250
0.15 0.2 10.0 250 250
0.15 0.2 10.0 250 250
0.15 2.0 10.0 250 250
0.15 2.0 10.0 250 250
0.15 2.0 10.0 250 250
0.15 2.0 10.0 250 250
0.15 2.0 10.0 250 250
0.15 2.0 10.0 250 250
0.15 0.2 10.0 500 250
0.15 0.2 10.0 500 250
0.15 0.2 10.0 500 250
0.15 0.2 10.0 500 250
0.15 0.2 10.0 500 250
0.15 0.2 10.0 500 250
0.15 2.0 10.0 500 250
0.15 2.0 10.0 500 250
0.15 2.0 10.0 500 250
0.15 2.0 10.0 500 250
0.15 2.0 10.0 500 250
0.15 2.0 10.0 500 250
0.15 0.2 10.0 750 250
0.15 0.2 10.0 750 250
0.15 0.2 10.0 750 250
0.15 0.2 10.0 750 250
0.15 0.2 10.0 750 250
0.15 0.2 10.0 750 250
0.15 2.0 10.0 750 250
0.15 2.0 10.0 750 250
0.15 2.0 10.0 750 250
0.15 2.0 10.0 750 250
0.15 2.0 10.0 750 250
0.15 2.0 10.0 750 250
0.15 0.2 10.0 1000 250
0.15 0.2 10.0 1000 250
0.15 0.2 10.0 1000 250
0.15 0.2 10.0 1000 250
0.15 0.2 10.0 1000 250
0.15 0.2 10.0 1000 250
0.15 2.0 10.0 1000 250
0.15 2.0 10.0 1000 250
0.15 2.0 10.0 1000 250
0.15 2.0 10.0 1000 250
0.15 2.0 10.0 1000 250
0.15 2.0 10.0 1000 250
0.2 0.2 10.0 5 250
0.2 0.2 10.0 5 250
0.2 0.2 10.0 5 250
0.2 0.2 10.0 5 250
0.2 0.2 10.0 5 250
0.2 0.2 10.0 5 250
0.2 2.0 10.0 5 250
0.2 2.0 10.0 5 250
0.2 2.0 10.0 5 250
0.2 2.0 10.0 5 250
0.2 2.0 10.0 5 250
0.2 2.0 10.0 5 250
0.2 0.2 10.0 10 250
0.2 0.2 10.0 10 250
0.2 0.2 10.0 10 250
0.2 0.2 10.0 10 250
0.2 0.2 10.0 10 250
0.2 0.2 10.0 10 250
0.2 2.0 10.0 10 250
0.2 2.0 10.0 10 250
0.2 2.0 10.0 10 250
0.2 2.0 10.0 10 250
0.2 2.0 10.0 10 250
0.2 2.0 10.0 10 250
0.2 0.2 10.0 15 250
0.2 0.2 10.0 15 250
0.2 0.2 10.0 15 250
0.2 0.2 10.0 15 250
0.2 0.2 10.0 15 250
0.2 0.2 10.0 15 250
0.2 2.0 10.0 15 250
0.2 2.0 10.0 15 250
0.2 2.0 10.0 15 250
0.2 2.0 10.0 15 250
0.2 2.0 10.0 15 250
0.2 2.0 10.0 15 250
0.2 0.2 10.0 20 250
0.2 0.2 10.0 20 250
0.2 0.2 10.0 20 250
0.2 0.2 10.0 20 250
0.2 0.2 10.0 20 250
0.2 0.2 10.0 20 250
0.2 2.0 10.0 20 250
0.2 2.0 10.0 20 250
0.2 2.0 10.0 20 250
0.2 2.0 10.0 20 250
0.2 2.0 10.0 20 250
0.2 2.0 10.0 20 250
0.2 0.2 10.0 25 250
0.2 0.2 10.0 25 250
0.2 0.2 10.0 25 250
0.2 0.2 10.0 25 250
0.2 0.2 10.0 25 250
0.2 0.2 10.0 25 250
0.2 2.0 10.0 25 250
0.2 2.0 10.0 25 250
0.2 2.0 10.0 25 250
0.2 2.0 10.0 25 250
0.2 2.0 10.0 25 250
0.2 2.0 10.0 25 250
0.2 0.2 10.0 30 250
0.2 0.2 10.0 30 250
0.2 0.2 10.0 30 250
0.2 0.2 10.0 30 250
0.2 0.2 10.0 30 250
0.2 0.2 10.0 30 250
0.2 2.0 10.0 30 250
0.2 2.0 10.0 30 250
0.2 2.0 10.0 30 250
0.2 2.0 10.0 30 250
0.2 2.0 10.0 30 250
0.2 2.0 10.0 30 250
0.2 0.2 10.0 35 250
0.2 0.2 10.0 35 250
0.2 0.2 10.0 35 250
0.2 0.2 10.0 35 250
0.2 0.2 10.0 35 250
0.2 0.2 10.0 35 250
0.2 2.0 10.0 35 250
0.2 2.0 10.0 35 250
0.2 2.0 10.0 35 250
0.2 2.0 10.0 35 250
0.2 2.0 10.0 35 250
0.2 2.0 10.0 35 250
0.2 0.2 10.0 40 250
0.2 0.2 10.0 40 250
0.2 0.2 10.0 40 250
0.2 0.2 10.0 40 250
0.2 0.2 10.0 40 250
0.2 0.2 10.0 40 250
0.2 2.0 10.0 40 250
0.2 2.0 10.0 40 250
0.2 2.0 10.0 40 250
0.2 2.0 10.0 40 250
0.2 2.0 10.0 40 250
0.2 2.0 10.0 40 250
0.2 0.2 10.0 45 250
0.2 0.2 10.0 45 250
0.2 0.2 10.0 45 250
0.2 0.2 10.0 45 250
0.2 0.2 10.0 45 250
0.2 0.2 10.0 45 250
0.2 2.0 10.0 45 250
0.2 2.0 10.0 45 250
0.2 2.0 10.0 45 250
0.2 2.0 10.0 45 250
0.2 2.0 10.0 45 250
0.2 2.0 10.0 45 250
0.2 0.2 10.0 50 250
0.2 0.2 10.0 50 250
0.2 0.2 10.0 50 250
0.2 0.2 10.0 50 250
0.2 0.2 10.0 50 250
0.2 0.2 10.0 50 250
0.2 2.0 10.0 50 250
0.2 2.0 10.0 50 250
0.2 2.0 10.0 50 250
0.2 2.0 10.0 50 250
0.2 2.0 10.0 50 250
0.2 2.0 10.0 50 250
0.2 0.2 10.0 55 250
0.2 0.2 10.0 55 250
0.2 0.2 10.0 55 250
0.2 0.2 10.0 55 250
0.2 0.2 10.0 55 250
0.2 0.2 10.0 55 250
0.2 2.0 10.0 55 250
0.2 2.0 10.0 55 250
0.2 2.0 10.0 55 250
0.2 2.0 10.0 55 250
0.2 2.0 10.0 55 250
0.2 2.0 10.0 55 250
0.2 0.2 10.0 60 250
0.2 0.2 10.0 60 250
0.2 0.2 10.0 60 250
0.2 0.2 10.0 60 250
0.2 0.2 10.0 60 250
0.2 0.2 10.0 60 250
0.2 2.0 10.0 60 250
0.2 2.0 10.0 60 250
0.2 2.0 10.0 60 250
0.2 2.0 10.0 60 250
0.2 2.0 10.0 60 250
0.2 2.0 10.0 60 250
0.2 0.2 10.0 65 250
0.2 0.2 10.0 65 250
0.2 0.2 10.0 65 250
0.2 0.2 10.0 65 250
0.2 0.2 10.0 65 250
0.2 0.2 10.0 65 250
0.2 2.0 10.0 65 250
0.2 2.0 10.0 65 250
0.2 2.0 10.0 65 250
0.2 2.0 10.0 65 250
0.2 2.0 10.0 65 250
0.2 2.0 10.0 65 250
0.2 0.2 10.0 70 250
0.2 0.2 10.0 70 250
0.2 0.2 10.0 70 250
0.2 0.2 10.0 70 250
0.2 0.2 10.0 70 250
0.2 0.2 10.0 70 250
0.2 2.0 10.0 70 250
0.2 2.0 10.0 70 250
0.2 2.0 10.0 70 250
0.2 2.0 10.0 70 250
0.2 2.0 10.0 70 250
0.2 2.0 10.0 70 250
0.2 0.2 10.0 75 250
0.2 0.2 10.0 75 250
0.2 0.2 10.0 75 250
0.2 0.2 10.0 75 250
0.2 0.2 10.0 75 250
0.2 0.2 10.0 75 250
0.2 2.0 10.0 75 250
0.2 2.0 10.0 75 250
0.2 2.0 10.0 75 250
0.2 2.0 10.0 75 250
0.2 2.0 10.0 75 250
0.2 2.0 10.0 75 250
0.2 0.2 10.0 80 250
0.2 0.2 10.0 80 250
0.2 0.2 10.0 80 250
0.2 0.2 10.0 80 250
0.2 0.2 10.0 80 250
0.2 0.2 10.0 80 250
0.2 2.0 10.0 80 250
0.2 2.0 10.0 80 250
0.2 2.0 10.0 80 250
0.2 2.0 10.0 80 250
0.2 2.0 10.0 80 250
0.2 2.0 10.0 80 250
0.2 0.2 10.0 85 250
0.2 0.2 10.0 85 250
0.2 0.2 10.0 85 250
0.2 0.2 10.0 85 250
0.2 0.2 10.0 85 250
0.2 0.2 10.0 85 250
0.2 2.0 10.0 85 250
0.2 2.0 10.0 85 250
0.2 2.0 10.0 85 250
0.2 2.0 10.0 85 250
0.2 2.0 10.0 85 250
0.2 2.0 10.0 85 250
0.2 0.2 10.0 90 250
0.2 0.2 10.0 90 250
0.2 0.2 10.0 90 250
0.2 0.2 10.0 90 250
0.2 0.2 10.0 90 250
0.2 0.2 10.0 90 250
0.2 2.0 10.0 90 250
0.2 2.0 10.0 90 250
0.2 2.0 10.0 90 250
0.2 2.0 10.0 90 250
0.2 2.0 10.0 90 250
0.2 2.0 10.0 90 250
0.2 0.2 10.0 95 250
0.2 0.2 10.0 95 250
0.2 0.2 10.0 95 250
0.2 0.2 10.0 95 250
0.2 0.2 10.0 95 250
0.2 0.2 10.0 95 250
0.2 2.0 10.0 95 250
0.2 2.0 10.0 95 250
0.2 2.0 10.0 95 250
0.2 2.0 10.0 95 250
0.2 2.0 10.0 95 250
0.2 2.0 10.0 95 250
0.2 0.2 10.0 100 250
0.2 0.2 10.0 100 250
0.2 0.2 10.0 100 250
0.2 0.2 10.0 100 250
0.2 0.2 10.0 100 250
0.2 0.2 10.0 100 250
0.2 2.0 10.0 100 250
0.2 2.0 10.0 100 250
0.2 2.0 10.0 100 250
0.2 2.0 10.0 100 250
0.2 2.0 10.0 100 250
0.2 2.0 10.0 100 250
0.2 0.2 10.0 250 250
0.2 0.2 10.0 250 250
0.2 0.2 10.0 250 250
0.2 0.2 10.0 250 250
0.2 0.2 10.0 250 250
0.2 0.2 10.0 250 250
0.2 2.0 10.0 250 250
0.2 2.0 10.0 250 250
0.2 2.0 10.0 250 250
0.2 2.0 10.0 250 250
0.2 2.0 10.0 250 250
0.2 2.0 10.0 250 250
0.2 0.2 10.0 500 250
0.2 0.2 10.0 500 250
0.2 0.2 10.0 500 250
0.2 0.2 10.0 500 250
0.2 0.2 10.0 500 250
0.2 0.2 10.0 500 250
0.2 2.0 10.0 500 250
0.2 2.0 10.0 500 250
0.2 2.0 10.0 500 250
0.2 2.0 10.0 500 250
0.2 2.0 10.0 500 250
0.2 2.0 10.0 500 250
0.2 0.2 10.0 750 250
0.2 0.2 10.0 750 250
0.2 0.2 10.0 750 250
0.2 0.2 10.0 750 250
0.2 0.2 10.0 750 250
0.2 0.2 10.0 750 250
0.2 2.0 10.0 750 250
0.2 2.0 10.0 750 250
0.2 2.0 10.0 750 250
0.2 2.0 10.0 750 250
0.2 2.0 10.0 750 250
0.2 2.0 10.0 750 250
0.2 0.2 10.0 1000 250
0.2 0.2 10.0 1000 250
0.2 0.2 10.0 1000 250
0.2 0.2 10.0 1000 250
0.2 0.2 10.0 1000 250
0.2 0.2 10.0 1000 250
0.2 2.0 10.0 1000 250
0.2 2.0 10.0 1000 250
0.2 2.0 10.0 1000 250
0.2 2.0 10.0 1000 250
0.2 2.0 10.0 1000 250
0.2 2.0 10.0 1000 250
0.25 0.2 10.0 5 250
0.25 0.2 10.0 5 250
0.25 0.2 10.0 5 250
0.25 0.2 10.0 5 250
0.25 0.2 10.0 5 250
0.25 0.2 10.0 5 250
0.25 2.0 10.0 5 250
0.25 2.0 10.0 5 250
